               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.017264,           0.0096398,                   0,             0.98507,             0.97533,             0.99118,             0.72868,            0.012207,           0.0059404,                   0,           0.0019563,           0.0019563,           0.0019563
                 132,            0.015783,           0.0092418,                   0,             0.97967,             0.97044,             0.99121,             0.73375,            0.012222,           0.0057766,                   0,           0.0018944,           0.0018944,           0.0018944
                 133,            0.016685,           0.0090631,                   0,             0.96078,             0.96551,             0.98399,             0.73275,            0.012432,           0.0060118,                   0,           0.0018325,           0.0018325,           0.0018325
                 134,            0.015653,           0.0090459,                   0,              0.9799,             0.96052,             0.98327,             0.72758,            0.012519,           0.0061204,                   0,           0.0017706,           0.0017706,           0.0017706
                 135,            0.016577,           0.0093519,                   0,             0.96564,             0.97044,             0.98714,             0.73073,            0.012383,           0.0058541,                   0,           0.0017087,           0.0017087,           0.0017087
                 136,            0.016862,           0.0096848,                   0,             0.96585,             0.97533,             0.98559,             0.73622,            0.012322,           0.0059224,                   0,           0.0016469,           0.0016469,           0.0016469
                 137,            0.014876,           0.0093501,                   0,             0.97028,             0.96552,             0.98403,             0.74116,             0.01219,           0.0058778,                   0,            0.001585,            0.001585,            0.001585
                 138,            0.015013,           0.0088175,                   0,             0.96596,              0.9803,             0.98583,             0.73932,            0.012296,           0.0059243,                   0,           0.0015231,           0.0015231,           0.0015231
                 139,            0.017498,           0.0091791,                   0,             0.96596,              0.9803,             0.98518,             0.73499,            0.012071,           0.0057421,                   0,           0.0014612,           0.0014612,           0.0014612
                 140,             0.01419,           0.0090457,                   0,             0.97549,             0.98029,             0.99212,              0.7425,            0.012151,           0.0057692,                   0,           0.0013994,           0.0013994,           0.0013994
                 141,            0.015315,           0.0092607,                   0,             0.97992,             0.96552,             0.99068,             0.73769,            0.012276,           0.0057872,                   0,           0.0013375,           0.0013375,           0.0013375
                 142,            0.014812,           0.0092256,                   0,             0.97995,             0.97044,              0.9899,             0.73534,             0.01215,           0.0057902,                   0,           0.0012756,           0.0012756,           0.0012756
                 143,            0.015167,           0.0092645,                   0,             0.97488,             0.97537,             0.98828,              0.7431,            0.012249,           0.0057862,                   0,           0.0012138,           0.0012138,           0.0012138
                 144,            0.014194,            0.008995,                   0,             0.97525,             0.97042,             0.98714,             0.75015,            0.012197,           0.0057482,                   0,           0.0011519,           0.0011519,           0.0011519
                 145,            0.015202,           0.0093375,                   0,             0.97087,             0.98512,             0.99139,               0.748,            0.012141,           0.0057345,                   0,             0.00109,             0.00109,             0.00109
